id,subject,chapter,topic,question,optionA,optionB,optionC,optionD,answer,explanation
chem_adv_100,Chemistry,Organic/Inorganic,Analytical,Flame tests: intense yellow color indicates presence of:,K⁺,Na⁺,Cu²⁺,Ba²⁺,B,Sodium gives persistent yellow Common trap: picking a value close to the correct one without applying the formula.


phy_mech_001,Physics,Mechanics,Newton's Laws,A force of 10 N acts on a 2 kg body. What is the acceleration?,2 m/s²,4 m/s²,5 m/s²,10 m/s²,C,Using Newton’s 2nd law, a=F/m=10/2=5 m/s².
phy_mech_002,Physics,Mechanics,Inertia,If the net force on a body is zero, the body will?,Stop immediately,Remain at rest or move uniformly,Accelerate,Move in circles,B,Newton’s 1st law states that a body remains in rest or uniform motion if net force is zero.
phy_mech_003,Physics,Mechanics,Projectile Motion,Maximum range of a projectile occurs at angle?,30°,45°,60°,90°,B,Range is maximum at 45° when sin2θ=1.
phy_mech_004,Physics,Mechanics,Work & Energy,Work done against gravity in raising 5 kg mass to 2 m?,50 J,100 J,25 J,10 J,A,W=mgh=5×10×2=100 J (approx).
phy_mech_005,Physics,Mechanics,Momentum,Which quantity is conserved in an isolated system?,Energy only,Momentum only,Both energy and momentum,Mass only,C,In an isolated system both linear momentum and energy are conserved.
phy_mech_006,Physics,Mechanics,Circular Motion,If a car moves with constant speed around a circular track, which quantity changes?,Speed,Velocity,Acceleration,Displacement,B,Velocity changes direction continuously in circular motion.
phy_mech_007,Physics,Mechanics,Friction,The coefficient of friction depends on?,Nature of surfaces,Area of contact,Mass,Acceleration,A,Friction coefficient depends only on the nature of contacting surfaces.
phy_mech_008,Physics,Mechanics,Equilibrium,For a body in equilibrium, the net force and net torque must be?,Zero,Constant,Maximum,Changing,A,Both net force and net torque are zero in equilibrium.
phy_mech_009,Physics,Mechanics,Elasticity,Hooke’s law is valid up to?,Breaking point,Elastic limit,Plastic limit,Yield point,B,Hooke’s law applies within the elastic limit only.
phy_mech_010,Physics,Mechanics,Center of Mass,The center of mass of a uniform ring lies?,At its center,On its circumference,At any point on diameter,Outside the ring,A,Symmetry places the COM at its geometric center.

phy_thermo_011,Physics,Thermodynamics,First Law of Thermodynamics,The first law states that energy can be?,Created,Destroyed,Converted,Amplified,C,Energy can only be converted from one form to another.
phy_thermo_012,Physics,Thermodynamics,Specific Heat,The unit of specific heat in SI is?,J/kg, J/kg°C,J/kg·°C,Cal/g°C,B,Specific heat = energy per mass per temperature.
phy_thermo_013,Physics,Thermodynamics,Gas Laws,Boyle’s law states that pressure is inversely proportional to?,Temperature,Volume,Mass,Area,B,At constant temperature, P ∝ 1/V.
phy_thermo_014,Physics,Thermodynamics,Carnot Engine,Efficiency of Carnot engine is given by?,1-T₂/T₁,T₂/T₁,T₁/T₂,1+T₂/T₁,A,η=1−T₂/T₁ is the formula for ideal Carnot engine.
phy_thermo_015,Physics,Thermodynamics,Latent Heat,When ice melts at 0°C, the temperature?,Increases,Decreases,Remains constant,Fluctuates,C,During phase change temperature remains constant.

phy_waves_016,Physics,Waves & Sound,Wave Velocity,Velocity of sound in air increases with?,Pressure,Temperature,Humidity,All of the above,D,Sound speed increases with temperature and humidity.
phy_waves_017,Physics,Waves & Sound,Resonance,Resonance occurs when?,Driving frequency = natural frequency,Amplitude = 0,Velocity = 0,Energy loss is max,A,Resonance happens at equal frequencies.
phy_waves_018,Physics,Waves & Sound,Beats,Beats are formed by combination of?,Two waves of same frequency,Two waves of slightly different frequencies,Two transverse waves,Noise waves,B,Beats occur due to interference of close frequencies.
phy_waves_019,Physics,Waves & Sound,Intensity,Sound intensity is proportional to?,Amplitude,Amplitude²,Frequency,Velocity,B,Intensity ∝ square of amplitude.
phy_waves_020,Physics,Waves & Sound,Standing Wave,At nodes of standing wave?,Amplitude is maximum,Displacement is zero,Pressure is zero,Energy is maximum,B,Nodes have zero displacement.

phy_optics_021,Physics,Optics,Laws of Reflection,Angle of incidence equals?,Angle of deviation,Angle of refraction,Angle of reflection,90°,C,Law of reflection: i=r.
phy_optics_022,Physics,Optics,Lenses,For a convex lens, focal length is?,Positive,Negative,Zero,Imaginary,A,Convex lens converges, so f is positive.
phy_optics_023,Physics,Optics,Mirrors,Mirror formula is?,1/f=1/u+1/v,1/f=1/v−1/u,1/f=1/u−1/v,f=u+v,A,Mirror formula: 1/f=1/u+1/v (signs depend on convention).
phy_optics_024,Physics,Optics,Refraction,Snell’s law states?,n₁sin i=n₂sin r,n₁cos i=n₂cos r,n₁tan i=n₂tan r,n₁=n₂,A,Refraction follows n₁sin i=n₂sin r.
phy_optics_025,Physics,Optics,Dispersion,White light splits into colors because?,Different wavelengths refract differently,Speed constant for all colors,Reflection changes wavelength,Medium absorbs light,A,Dispersion occurs due to refractive index dependence on wavelength.

phy_elec_026,Physics,Electricity,Ohm’s Law,V is directly proportional to?,Current,Resistance,Charge,Power,A,V=IR (linear relation).
phy_elec_027,Physics,Electricity,Resistance,The resistance of a conductor increases with?,Temperature,Length,Area,Both A and B,D,R=ρL/A; both temperature and length increase resistance.
phy_elec_028,Physics,Electricity,Power,Power in circuit is given by?,VI,V²/R,I²R,All of these,D,All are valid forms of electrical power.
phy_elec_029,Physics,Electricity,Capacitance,Capacitance depends on?,Area and distance,Current,Voltage,Charge,A,C∝A/d.
phy_elec_030,Physics,Electricity,Series Circuit,Equivalent resistance in series is?,Sum of all,Product of all,Inverse sum,Square root of all,A,Rₛ=R₁+R₂+R₃.

phy_magn_031,Physics,Magnetism,Lorentz Force,Force on moving charge is?,qvBsinθ,qBsinθ,qvBcosθ,zero,A,F=qvBsinθ.
phy_magn_032,Physics,Magnetism,Magnetic Flux,Unit of magnetic flux is?,Weber,Henry,Tesla,Coulomb,A,1 Weber = 1 T·m².
phy_magn_033,Physics,Magnetism,Faraday’s Law,Induced emf is proportional to?,Change in flux,Flux,Current,Time,A,E∝dΦ/dt.
phy_magn_034,Physics,Magnetism,Lenz’s Law,Lenz’s law is based on?,Conservation of charge,Conservation of energy,Newton’s law,Ohm’s law,B,Lenz’s law ensures energy conservation.
phy_magn_035,Physics,Magnetism,Right Hand Rule,Right-hand rule gives direction of?,Field,Force,Flux,Motion,B,Fleming’s right-hand rule gives direction of induced current.

phy_mod_036,Physics,Modern Physics,Photoelectric Effect,Emission of electrons is due to?,Current,Light,Magnetic field,Voltage,B,Photoelectric effect caused by light photons.
phy_mod_037,Physics,Modern Physics,Einstein Equation,Photoelectric equation is?,E=hf−ϕ,E=mc²,E=hf,E=hc/λ,A,Eₖmax=hf−ϕ.
phy_mod_038,Physics,Modern Physics,De Broglie Wavelength,λ=h/p describes?,Wave velocity,Particle wavelength,Frequency,Amplitude,B,de Broglie wavelength = h/p.
phy_mod_039,Physics,Modern Physics,Half-Life,For radioactive decay, N=N₀e^(−λt), the half-life is?,λ/0.693,0.693/λ,ln2×λ,1/λ,B,T₁/₂=0.693/λ.
phy_mod_040,Physics,Modern Physics,Mass-Energy,E=mc² means?,Mass can convert into energy,Energy can be created,Energy destroyed,Force produced,A,Mass and energy are equivalent.

phy_misc_041,Physics,AC Circuits,In pure resistor AC circuit, current and voltage are?,In phase,Out of phase by 90°,Opposite,Variable,A,In resistive AC, current and voltage in phase.
phy_misc_042,Physics,AC Circuits,Power factor =?,R/Z,L/R,V/I,I/V,A,cosφ=R/Z.
phy_misc_043,Physics,Electronics,Diode conducts when?,Reverse biased,Forward biased,Open,Short,B,Current flows in forward bias.
phy_misc_044,Physics,Electronics,Transistor,Transistor is used for?,Amplification,Rectification,Filtering,Resistance,A,Transistors amplify signals.
phy_misc_045,Physics,Electronics,Logic Gates,Output of AND gate is 1 if?,Both inputs 1,Any one input 1,Both 0,One 0,A,AND outputs 1 only when both inputs 1.

phy_const_046,Physics,Constants,Value of c in vacuum is?,3×10⁸ m/s,3×10⁶ m/s,3×10⁴ m/s,1×10⁸ m/s,A,Speed of light in vacuum = 3×10⁸ m/s.
phy_const_047,Physics,Constants,Planck constant h=?,6.63×10⁻³⁴ Js,9.11×10⁻³¹ Js,1.6×10⁻¹⁹ Js,3×10⁸ Js,A,Planck’s constant = 6.63×10⁻³⁴ Js.
phy_const_048,Physics,Units,1 electronvolt =?,1.6×10⁻¹⁹ J,1.6×10⁻¹⁸ J,1.6×10⁻¹⁷ J,1.6×10⁻²⁰ J,A,1 eV = 1.6×10⁻¹⁹ J.
phy_const_049,Physics,Units,Dimension of force?,MLT⁻¹,MLT⁻²,ML²T⁻²,ML⁻¹T⁻²,B,Force = mass×acceleration ⇒ MLT⁻².
phy_const_050,Physics,Units,SI unit of frequency?,Radian,Hertz,Per second,Cycle,B,1 Hz = 1 cycle per second.

chem_phy_001,Chemistry,Physical Chemistry,Atomic Structure,Which subatomic particle determines the chemical identity of an element?,Neutron,Proton,Electron,Nucleus,B,Atomic number equals the number of protons, defining the element.
chem_phy_002,Chemistry,Physical Chemistry,Quantum Theory,Principal quantum number represents?,Shape,Size,Energy level,Spin,C,Principal quantum number (n) indicates the main energy level.
chem_phy_003,Chemistry,Physical Chemistry,Bohr Model,Energy of nth orbit in hydrogen atom is proportional to?,1/n,1/n²,n²,n,B,E ∝ 1/n² for Bohr’s model of hydrogen.
chem_phy_004,Chemistry,Physical Chemistry,Periodic Table,Atomic radius decreases across a period due to?,Increase in shells,Decrease in nuclear charge,Increase in nuclear charge,Shielding effect,C,Increased nuclear charge pulls electrons inward.
chem_phy_005,Chemistry,Physical Chemistry,Periodic Trends,Electronegativity increases across period because?,Atomic size decreases,Atomic size increases,Shielding increases,Protons decrease,A,Smaller atoms attract shared electrons more strongly.

chem_phy_006,Chemistry,Physical Chemistry,Gas Laws,Boyle’s law states?,P∝1/V at constant temperature,P∝T at constant V,V∝T at constant P,P/T=constant,A,At constant T, pressure inversely proportional to volume.
chem_phy_007,Chemistry,Physical Chemistry,Gas Laws,At constant pressure, volume of a gas is proportional to temperature — this is?,Boyle’s Law,Charles’s Law,Avogadro’s Law,Gay-Lussac’s Law,B,Charles’s law describes this relation.
chem_phy_008,Chemistry,Physical Chemistry,Ideal Gas Law,The ideal gas equation is?,PV=nRT,P=nRT/V,V=RT/Pn,n=RT/PV,A,All are equivalent forms but PV=nRT is standard.
chem_phy_009,Chemistry,Physical Chemistry,Kinetic Theory,Average kinetic energy of gas molecules depends on?,Temperature,Pressure,Volume,Mass,A,Average kinetic energy ∝ absolute temperature.
chem_phy_010,Chemistry,Physical Chemistry,Dalton’s Law,Total pressure of gas mixture equals?,Sum of partial pressures,Difference of pressures,Product of pressures,Average of pressures,A,Total pressure = sum of partial pressures.

chem_phy_011,Chemistry,Physical Chemistry,Thermodynamics,First Law states?,Energy can neither be created nor destroyed,Entropy is constant,Heat is always lost,Energy = mass × c²,A,Energy is conserved but can change form.
chem_phy_012,Chemistry,Physical Chemistry,Enthalpy,Enthalpy is a measure of?,Heat content,Work done,Entropy,Internal energy,A,H=U+PV represents total heat content.
chem_phy_013,Chemistry,Physical Chemistry,Hess’s Law,Hess’s law states that?,ΔH depends on path,ΔH independent of path,ΔH constant with temperature,ΔH random,B,ΔH depends only on initial and final states.
chem_phy_014,Chemistry,Physical Chemistry,Entropy,In spontaneous process entropy?,Increases,Decreases,Constant,Zero,A,Entropy increases in spontaneous processes.
chem_phy_015,Chemistry,Physical Chemistry,Gibbs Free Energy,ΔG=ΔH−TΔS. A process is spontaneous when?,ΔG>0,ΔG=0,ΔG<0,ΔS<0,C,Negative ΔG indicates spontaneous process.
